customer_id,name,email,gender,age,location,join_date,persona
38,Duane Robinson,bakerjason@example.org,Male,21,Meerut,2023-07-15,Tech Enthusiast
39,Jacob Mullins,kmartin@example.net,Male,44,Kanpur,2021-09-03,Fashionista
40,Daniel Cabrera,tracy45@example.com,Male,39,Raipur,2022-07-27,Tech Enthusiast
41,Dan White,mezakiara@example.net,Male,38,Jodhpur,2024-05-20,Family Shopper
42,Claudia Hansen,lcole@example.com,Male,39,Gorakhpur,2023-06-12,Family Shopper
43,James Morrison,stephensonamber@example.net,Female,30,Varanasi,2020-10-06,Family Shopper
44,Michael Clayton,lorigardner@example.com,Female,37,Mumbai,2021-02-17,Tech Enthusiast
45,Sandra Donovan,stephaniethompson@example.com,Female,37,Jaipur,2021-04-08,Tech Enthusiast
46,Jennifer Kramer,weberantonio@example.com,Female,22,Kolkata,2022-02-14,Tech Enthusiast
47,Megan House,ashleycochran@example.net,Female,40,Varanasi,2025-02-03,Family Shopper
48,Jeremy Lynn III,michelle58@example.net,Female,18,Bengaluru,2024-07-25,Fashionista
49,Brian Harding,njacobs@example.com,Male,37,Bhopal,2021-08-13,Family Shopper
50,Natalie Jones,lvazquez@example.org,Female,21,Jaipur,2024-10-31,Family Shopper
51,Valerie Smith,sheppardlynn@example.com,Female,24,Bengaluru,2023-06-13,Family Shopper
52,Richard Johnson,kfrench@example.org,Female,31,Indore,2020-05-14,Family Shopper
53,Kimberly White,beckerstacy@example.net,Female,37,Gorakhpur,2022-08-24,Fashionista
54,Yvonne Lutz,bdiaz@example.org,Male,27,Kolkata,2024-12-16,Fashionista
55,Sonya Dalton,reginald18@example.net,Male,46,Kolkata,2020-05-21,Tech Enthusiast
56,Melinda Baker,cameronparks@example.org,Male,30,Bengaluru,2024-07-18,Tech Enthusiast
57,Mrs. Valerie Johnson,frank00@example.com,Male,22,Chennai,2021-01-21,Fashionista
58,James Bauer,lori51@example.net,Female,64,Hyderabad,2024-08-03,Tech Enthusiast
59,Ryan Huber,emily23@example.com,Female,46,Mysuru,2024-09-13,Family Shopper
60,Maria Taylor,christopher86@example.org,Female,27,Kanpur,2021-09-30,Family Shopper
61,Lisa Johnson,bethtyler@example.org,Female,18,Raipur,2024-09-27,Family Shopper
62,Mike Taylor,anna52@example.net,Male,30,Chennai,2021-05-16,Fashionista
63,Danielle Brown,murraykristin@example.net,Male,19,Delhi,2024-02-23,Fashionista
64,Cole White,leejustin@example.org,Female,37,Bhopal,2023-01-06,Tech Enthusiast
65,Jeanette Campbell,ashleylutz@example.org,Female,40,Jaipur,2022-09-19,Tech Enthusiast
66,Julia Taylor,olynch@example.org,Female,46,Jodhpur,2020-09-07,Family Shopper
67,Robert Martin,evansjasmine@example.net,Male,32,Kolkata,2022-01-25,Tech Enthusiast
68,Nicholas Li,thomas08@example.org,Female,47,Mysuru,2023-12-02,Tech Enthusiast
69,Robert Duncan,wattsmatthew@example.org,Female,59,Hyderabad,2020-10-22,Tech Enthusiast
70,Robert Smith,robert90@example.com,Female,45,Kolkata,2023-10-30,Family Shopper
71,Kelly Ball,adamwade@example.com,Male,39,Jodhpur,2020-11-16,Fashionista
72,Shaun Scott,michael56@example.com,Male,40,Hyderabad,2024-11-25,Family Shopper
73,Jason Lara,williamsonmelody@example.org,Male,64,Hyderabad,2022-10-02,Family Shopper
74,Jacob Jones,knightsteven@example.org,Female,30,Hyderabad,2020-04-26,Fashionista
75,Carrie Trujillo,rdelgado@example.net,Male,27,Mumbai,2024-08-17,Family Shopper
76,Wendy Rodriguez,brandon46@example.com,Male,27,Varanasi,2021-08-22,Family Shopper
77,Amy Perez,janderson@example.com,Female,52,Gorakhpur,2020-10-28,Tech Enthusiast
78,Dean Torres,jasmineglenn@example.org,Female,40,Chennai,2020-08-29,Family Shopper
79,Tiffany Murphy,bateslori@example.com,Female,18,Kolkata,2023-07-25,Family Shopper
80,David Jimenez,wdavis@example.org,Female,39,Nagpur,2023-01-22,Family Shopper
81,Katie Thomas,osmith@example.com,Male,38,Lucknow,2024-08-09,Tech Enthusiast
82,Stephanie Rich,garciadouglas@example.net,Female,43,Delhi,2022-09-03,Family Shopper
83,Amanda Green,nealmichael@example.org,Female,30,Bhopal,2021-01-01,Family Shopper
84,Sandra Patterson,brent37@example.com,Female,35,Raipur,2023-04-16,Family Shopper
85,Eric Odom,austin52@example.com,Male,53,Delhi,2021-10-01,Fashionista
86,Alexander Becker,leroy38@example.org,Female,55,Kanpur,2021-01-23,Family Shopper
87,Collin Fleming,colemanfrank@example.org,Female,19,Bhopal,2024-09-07,Fashionista
88,Stuart Mccarthy DDS,lacey85@example.net,Female,31,Jaipur,2024-05-26,Fashionista
89,Matthew Blackburn,cartermichael@example.org,Male,36,Kolkata,2022-07-27,Tech Enthusiast
90,Cynthia Gray,castillosarah@example.com,Female,38,Chennai,2021-07-06,Tech Enthusiast
91,Kimberly Alexander,sarah92@example.net,Female,19,Hyderabad,2024-04-02,Fashionista
92,Kimberly Callahan,jonesashley@example.net,Female,35,Hyderabad,2024-08-09,Tech Enthusiast
93,Jonathan Love,christinalopez@example.com,Male,29,Meerut,2021-01-21,Family Shopper
94,Michelle Jensen,kramirez@example.net,Female,19,Hyderabad,2023-11-23,Fashionista
95,Duane Gomez,christopher51@example.org,Male,38,Bengaluru,2025-01-10,Family Shopper
96,Dustin Day,tfoster@example.net,Female,43,Bhopal,2021-11-28,Fashionista
97,Rachel Brooks,hjohnson@example.net,Male,43,Raipur,2024-07-12,Tech Enthusiast
98,Christina Gutierrez,christopher30@example.net,Male,21,Lucknow,2020-08-22,Fashionista
99,Rebecca Johnson,watsonsamantha@example.org,Female,34,Lucknow,2022-07-17,Fashionista
100,Randy Perez,riveraanthony@example.com,Female,26,Mysuru,2025-01-05,Family Shopper
101,Robert Moore,robertsonthomas@example.net,Female,30,Chennai,2022-04-24,Fashionista
102,Brian Lewis,hreeves@example.com,Male,27,Kolkata,2025-01-22,Family Shopper
103,Dale Greer,turnerjennifer@example.com,Male,42,Mumbai,2022-11-28,Family Shopper
104,Rachel Mccoy,carolynarellano@example.net,Female,52,Mysuru,2024-08-01,Tech Enthusiast
105,Lori Smith,raymichael@example.org,Male,25,Hyderabad,2024-08-08,Fashionista
106,Ronald Whitehead,floresstephen@example.org,Female,35,Delhi,2021-03-03,Family Shopper
107,Jamie Wright,ambertucker@example.com,Female,36,Indore,2022-09-16,Tech Enthusiast
108,Kayla Smith,paulanderson@example.org,Female,40,Lucknow,2025-02-17,Fashionista
109,Gloria Liu,qcastaneda@example.org,Female,32,Lucknow,2020-09-16,Fashionista
110,Lisa Castaneda,philipmay@example.org,Female,28,Mumbai,2022-04-29,Family Shopper
111,Brooke Hawkins,kanderson@example.com,Female,52,Gorakhpur,2024-11-17,Family Shopper
112,Adam Contreras,linda16@example.org,Male,38,Kolkata,2022-12-07,Tech Enthusiast
113,Gabrielle Miller,amyspencer@example.net,Female,44,Jaipur,2020-12-19,Tech Enthusiast
114,Chloe Smith,elijah57@example.net,Female,59,Bengaluru,2024-03-31,Family Shopper
115,Melissa Paul,herrerasherry@example.com,Female,40,Indore,2023-11-29,Family Shopper
116,Misty Cunningham,krystal85@example.com,Female,66,Nagpur,2022-07-25,Family Shopper
117,Ryan Vang,morganestes@example.org,Female,49,Lucknow,2022-06-09,Tech Enthusiast
118,Brenda Taylor MD,hughesamy@example.org,Female,37,Lucknow,2021-01-20,Fashionista
119,Mr. Jacob Guerrero,daniel51@example.org,Female,24,Indore,2022-03-12,Family Shopper
120,Roy Mccoy,rrodgers@example.com,Female,34,Delhi,2023-04-02,Fashionista
121,Laura Fernandez DDS,johnathan46@example.org,Male,22,Lucknow,2022-07-08,Tech Enthusiast
122,Veronica Fry,fmoore@example.com,Female,28,Lucknow,2021-04-04,Fashionista
123,Deanna Barnes,acevedoamber@example.net,Female,24,Mumbai,2022-03-12,Tech Enthusiast
124,Victoria Daniel,scottrichard@example.com,Female,23,Mysuru,2020-12-12,Family Shopper
125,Manuel Smith,draymond@example.com,Female,22,Bhopal,2022-05-05,Family Shopper
126,David Lyons,davidgriffin@example.org,Female,35,Nagpur,2023-07-11,Family Shopper
127,Lawrence Jimenez,uruiz@example.net,Male,59,Jaipur,2020-10-14,Fashionista
128,Sharon Schultz,sandra13@example.com,Male,43,Delhi,2022-05-17,Tech Enthusiast
129,Catherine Bass,albert07@example.org,Female,23,Jodhpur,2020-08-11,Tech Enthusiast
130,Edward Gibson,brandonsherman@example.org,Female,50,Mumbai,2024-07-26,Tech Enthusiast
131,Mark Smith,jessicakelley@example.org,Male,36,Kanpur,2024-02-04,Family Shopper
132,Patrick Rodriguez,griffinrobert@example.net,Male,37,Indore,2024-10-16,Family Shopper
133,Henry Madden,qjohnston@example.net,Female,18,Bhopal,2021-03-18,Family Shopper
134,Brooke Mcpherson,ramirezcody@example.com,Male,31,Delhi,2021-02-02,Tech Enthusiast
135,Bobby Hess,mowen@example.net,Female,57,Jaipur,2024-11-03,Tech Enthusiast
136,Katherine Scott,jeffrey80@example.net,Female,57,Gorakhpur,2022-12-31,Family Shopper
137,Mary Vasquez,campbellelizabeth@example.net,Female,47,Hyderabad,2023-06-02,Family Shopper
138,Karen Cordova,yhill@example.org,Female,27,Bhopal,2021-11-15,Family Shopper
139,Anthony Watson,macdonalddestiny@example.com,Female,33,Mumbai,2022-01-13,Fashionista
140,Christopher Benson,matthewskenneth@example.net,Female,25,Chennai,2023-09-25,Tech Enthusiast
141,Kimberly Carson,halejacqueline@example.org,Male,24,Raipur,2022-10-12,Fashionista
142,Rebecca Gibson,robinsonnatalie@example.org,Female,48,Hyderabad,2020-05-22,Fashionista
143,Olivia Kennedy,jacob43@example.net,Female,20,Jodhpur,2024-11-25,Fashionista
144,Brandon Smith,diana67@example.net,Female,39,Kolkata,2025-01-06,Family Shopper
145,Shannon Dalton,douglaswagner@example.com,Male,60,Bhopal,2021-10-26,Family Shopper
146,Matthew Cook,wattsjoyce@example.org,Male,53,Bengaluru,2022-04-03,Family Shopper
147,James Sanders,mbradley@example.net,Male,23,Bengaluru,2022-12-15,Tech Enthusiast
148,Gregory Garrison,wmclaughlin@example.org,Female,25,Mysuru,2023-09-19,Family Shopper
149,Jason Beasley,ugutierrez@example.org,Female,36,Hyderabad,2024-06-26,Tech Enthusiast
150,Jacob Ho,lstephens@example.org,Female,37,Varanasi,2024-05-08,Fashionista
151,Sean Franco,rachel59@example.net,Female,36,Jaipur,2024-12-07,Family Shopper
152,David King,taylormiller@example.net,Female,35,Hyderabad,2021-01-02,Tech Enthusiast
153,Jennifer Mahoney,johnsonrhonda@example.org,Female,42,Delhi,2022-07-19,Family Shopper
154,Jonathan Black,william77@example.org,Female,22,Hyderabad,2023-03-14,Tech Enthusiast
155,Randall Flores,velezkevin@example.org,Female,30,Bengaluru,2023-01-03,Family Shopper
156,Kevin Martin,robert68@example.org,Female,18,Mysuru,2023-11-03,Fashionista
157,Vanessa Simmons,vrodriguez@example.com,Male,61,Bengaluru,2025-02-21,Fashionista
158,Richard Allen,wnichols@example.com,Male,41,Chennai,2021-07-14,Fashionista
159,James Burke,waltoncaroline@example.com,Male,25,Chennai,2022-06-22,Family Shopper
160,Adriana Hall,zquinn@example.org,Male,31,Jaipur,2024-12-18,Family Shopper
161,Benjamin Mckay,riostimothy@example.org,Female,35,Bengaluru,2024-02-15,Tech Enthusiast
162,Jeffrey Nguyen,qhamilton@example.net,Male,22,Indore,2023-12-18,Fashionista
163,Jane Johnson,fullerdonald@example.org,Female,65,Raipur,2024-02-28,Tech Enthusiast
164,Timothy Cruz,elizabethroberts@example.com,Female,25,Lucknow,2025-01-22,Family Shopper
165,Emily Joyce,susan52@example.org,Female,66,Varanasi,2021-09-08,Family Shopper
166,Joseph Anderson,william70@example.org,Female,39,Indore,2021-02-20,Fashionista
167,Richard Cole,bradleygray@example.net,Female,27,Jodhpur,2022-01-09,Family Shopper
168,Jessica Wise,josephfox@example.com,Female,63,Meerut,2024-06-03,Fashionista
169,Sarah Estrada,robertbutler@example.com,Female,52,Hyderabad,2025-03-10,Family Shopper
170,Mrs. Joy Marshall MD,pnixon@example.net,Male,39,Jaipur,2021-07-17,Family Shopper
171,Adrian Johnson,jonathanwilliams@example.org,Female,20,Mumbai,2021-05-15,Family Shopper
172,Jennifer Allen,emilymarquez@example.org,Male,20,Bengaluru,2021-11-06,Tech Enthusiast
173,Allison Richards,wellslaura@example.org,Female,41,Kanpur,2020-07-08,Fashionista
174,Tracy Murphy,nicholas87@example.net,Female,31,Chennai,2023-09-11,Family Shopper
175,Jennifer Koch,alicia19@example.net,Female,26,Kanpur,2020-10-16,Family Shopper
176,Jay Fitzpatrick,townsendsamuel@example.com,Female,46,Mumbai,2022-07-09,Fashionista
177,Edward Gill,wendy05@example.net,Female,20,Mumbai,2023-07-01,Fashionista
178,Curtis Harmon,carl83@example.org,Male,30,Gorakhpur,2020-07-09,Tech Enthusiast
179,Tiffany Wiggins,christopher42@example.net,Male,54,Kolkata,2024-05-10,Family Shopper
180,Julia Lewis,vhammond@example.com,Female,36,Chennai,2025-01-23,Tech Enthusiast
181,Nicholas Crawford,jenningsantonio@example.org,Male,33,Mumbai,2021-10-30,Family Shopper
182,Monica Hawkins,jose22@example.net,Male,34,Jodhpur,2021-12-04,Family Shopper
183,Joseph Diaz,espinozamegan@example.com,Female,53,Kolkata,2022-03-12,Family Shopper
184,Joshua Cox,morenoholly@example.com,Female,21,Raipur,2023-02-16,Family Shopper
185,Amy Jackson,anthonythompson@example.net,Female,25,Chennai,2022-03-13,Family Shopper
186,Kathleen Kelly,yallen@example.net,Male,55,Bengaluru,2021-02-27,Family Shopper
187,Richard Hicks,quinnmichael@example.net,Female,25,Meerut,2023-09-10,Fashionista
188,Dr. Kenneth Gallagher,gabriella92@example.net,Female,70,Hyderabad,2023-11-22,Family Shopper
189,Jonathan Chambers,johnvillegas@example.org,Female,18,Varanasi,2021-11-11,Family Shopper
190,Gary Lewis,dennisjohnson@example.com,Male,24,Jodhpur,2022-08-12,Family Shopper
191,James Knox,jenkinsbryan@example.com,Female,39,Indore,2022-11-16,Fashionista
192,Alyssa Curtis,hannahwilliams@example.net,Male,71,Jaipur,2023-01-20,Family Shopper
193,Claire Lewis,lnewman@example.org,Female,28,Jodhpur,2021-11-05,Family Shopper
194,Shannon Knight,dominguezclifford@example.net,Male,33,Bengaluru,2023-12-08,Family Shopper
195,William Roman,lori47@example.org,Female,44,Delhi,2020-12-20,Family Shopper
196,Chris Bass,stephenray@example.com,Male,35,Jaipur,2023-08-16,Fashionista
197,Eric Cook,storres@example.net,Male,21,Hyderabad,2022-12-30,Family Shopper
198,Marissa Woods,bschultz@example.com,Female,37,Kolkata,2022-11-07,Family Shopper
199,Cody Nash,humphreyjennifer@example.com,Male,41,Jaipur,2021-08-28,Fashionista
200,David Palmer,kingelizabeth@example.org,Female,72,Jaipur,2021-10-27,Fashionista
201,Anna Sutton,austinbeasley@example.org,Female,46,Lucknow,2023-06-15,Fashionista
202,Mrs. Christina Leblanc,danielturner@example.com,Female,31,Hyderabad,2022-06-03,Family Shopper
203,Angie Wall,smithlatoya@example.net,Male,34,Delhi,2020-11-25,Family Shopper
204,Joseph Franco,daniel97@example.com,Female,39,Lucknow,2023-05-28,Fashionista
205,Mindy Jones,andrew11@example.com,Female,40,Hyderabad,2021-03-04,Fashionista
206,Annette Morgan,carlphelps@example.com,Female,29,Gorakhpur,2021-12-21,Tech Enthusiast
207,Cameron Ross,david12@example.org,Female,25,Mumbai,2020-06-01,Tech Enthusiast
208,Susan Hines,crystal08@example.net,Female,66,Kanpur,2021-05-09,Tech Enthusiast
209,Andrew Phillips,cochranrobert@example.com,Male,28,Varanasi,2022-10-15,Family Shopper
210,Sandra Harvey,jodydennis@example.net,Male,40,Hyderabad,2022-01-14,Tech Enthusiast
211,Monica Davis,sdavenport@example.com,Male,40,Chennai,2021-08-26,Tech Enthusiast
212,Lisa Simpson,jasonmalone@example.org,Female,66,Bengaluru,2021-07-31,Fashionista
213,Robin Lopez,theresaadams@example.com,Male,42,Kolkata,2022-09-26,Family Shopper
214,Jesus Andrews,malvarez@example.com,Female,24,Indore,2024-11-07,Family Shopper
215,Lindsey Bradley,gbanks@example.org,Male,24,Bhopal,2021-04-15,Family Shopper
216,Debra Jackson,moralescarla@example.org,Female,25,Hyderabad,2024-04-29,Family Shopper
217,Jessica Carney,hspence@example.net,Male,28,Hyderabad,2020-09-13,Tech Enthusiast
218,Eric Clayton,xbaker@example.org,Female,34,Jaipur,2024-12-30,Fashionista
219,Joshua Vasquez,amandarodriguez@example.org,Female,57,Nagpur,2022-04-25,Family Shopper
220,Martha Morgan,abridges@example.org,Female,47,Jodhpur,2024-03-24,Family Shopper
221,Morgan Crawford,christophercampbell@example.net,Male,50,Nagpur,2021-01-11,Tech Enthusiast
222,Amy Odonnell,cabrerajacob@example.com,Female,48,Chennai,2024-11-20,Tech Enthusiast
223,Ashley Newman,umartinez@example.org,Male,18,Kolkata,2024-03-01,Family Shopper
224,Steven Gomez,miranda78@example.org,Female,40,Gorakhpur,2024-02-09,Fashionista
225,Miranda Gomez,randy37@example.net,Female,18,Hyderabad,2022-04-07,Family Shopper
226,Mrs. Sarah Bryant,fmaldonado@example.net,Female,34,Delhi,2021-01-26,Family Shopper
227,Morgan Gates,vfoster@example.org,Female,58,Nagpur,2023-05-15,Family Shopper
228,James Phillips,johnathan57@example.com,Female,19,Meerut,2022-01-13,Family Shopper
229,Thomas Patrick,newtonhannah@example.net,Female,31,Varanasi,2020-10-26,Fashionista
230,Crystal Miller,brownjonathan@example.org,Female,25,Hyderabad,2022-11-27,Family Shopper
231,Kim Rice,gregory18@example.com,Female,44,Lucknow,2022-09-03,Family Shopper
232,Jimmy Mendez,kevin82@example.com,Male,38,Hyderabad,2023-03-30,Family Shopper
233,Brian Gutierrez,xchen@example.org,Female,18,Mumbai,2020-05-02,Fashionista
234,Mark Bradford,jaredpark@example.org,Male,18,Delhi,2021-10-22,Fashionista
235,Maureen Clark,zgarner@example.net,Female,75,Gorakhpur,2021-08-02,Family Shopper
236,Richard Clark,jason25@example.com,Female,56,Kolkata,2022-03-16,Tech Enthusiast
237,Ronald Flores,tmendez@example.com,Female,47,Jodhpur,2022-12-09,Family Shopper
238,Destiny Bailey,myerstimothy@example.com,Female,43,Raipur,2021-02-19,Family Shopper
239,Robert Vaughn,tammywood@example.com,Male,22,Nagpur,2022-01-09,Family Shopper
240,Grant Ramirez,samuel62@example.org,Female,37,Kolkata,2020-06-03,Family Shopper
241,Anita Lane,thomaskidd@example.com,Female,50,Meerut,2021-07-21,Family Shopper
242,Brandon James,obrown@example.net,Female,29,Mumbai,2024-10-22,Family Shopper
243,Sarah Graham,ophelps@example.net,Female,44,Jodhpur,2023-11-13,Fashionista
244,Charles Soto,villalinda@example.net,Female,18,Bengaluru,2020-09-24,Fashionista
245,Tracey Young,heathpatrick@example.org,Female,27,Bhopal,2020-11-11,Tech Enthusiast
246,Brandon Jones,joseph77@example.net,Male,31,Varanasi,2024-05-25,Fashionista
247,Veronica King,jacobjackson@example.net,Female,20,Hyderabad,2022-02-05,Fashionista
248,Calvin Harrington,baileyhunter@example.net,Female,27,Jaipur,2021-05-20,Fashionista
249,Cheryl Robinson,garciadavid@example.com,Male,74,Delhi,2022-03-24,Family Shopper
250,Daniel Love,reynoldserin@example.com,Female,46,Indore,2024-11-18,Family Shopper
251,Andrew Kennedy,edwardgray@example.net,Male,18,Mumbai,2020-12-08,Family Shopper
252,Ryan Mendoza,crystallopez@example.org,Female,24,Kolkata,2021-02-20,Fashionista
253,Jesse Ramirez,lisachurch@example.com,Male,57,Mumbai,2024-08-06,Family Shopper
254,Wendy Gomez,erikgilbert@example.org,Female,70,Meerut,2022-02-15,Fashionista
255,Emily Morgan,anthony99@example.org,Female,41,Kanpur,2020-06-07,Family Shopper
256,James Rosario,alexhiggins@example.org,Male,55,Chennai,2024-06-29,Tech Enthusiast
257,Ashley Woods,brandydelacruz@example.com,Male,25,Bhopal,2022-08-14,Fashionista
258,Paige Sims,marie86@example.net,Female,42,Indore,2020-05-26,Family Shopper
259,Carly Hart,fisherstephen@example.com,Female,44,Raipur,2022-05-05,Family Shopper
260,Melissa Tucker,marquezshelley@example.org,Female,54,Kolkata,2022-10-24,Family Shopper
261,Christopher Escobar,meltonrebecca@example.net,Female,29,Bhopal,2024-01-14,Fashionista
262,Felicia Vazquez,anthony37@example.net,Female,20,Bengaluru,2020-07-14,Tech Enthusiast
263,Jonathan Baker,devans@example.net,Male,47,Delhi,2022-06-28,Tech Enthusiast
264,Robert Anderson,olivia02@example.org,Female,31,Jaipur,2022-10-13,Tech Enthusiast
265,Lindsay Fisher,nburch@example.com,Male,46,Mumbai,2020-12-12,Tech Enthusiast
266,Michael Lewis,webersusan@example.org,Female,35,Bengaluru,2020-04-15,Family Shopper
267,Gabriella Williams,sandersrachel@example.com,Male,23,Kanpur,2022-01-15,Tech Enthusiast
268,Tammy Giles,sean86@example.net,Male,32,Lucknow,2023-10-07,Family Shopper
269,Travis Massey,gbrown@example.net,Male,46,Hyderabad,2025-01-09,Family Shopper
270,Brittany Davis,james05@example.org,Female,21,Mysuru,2023-05-07,Fashionista
271,Gregory Butler,christopher76@example.net,Female,55,Kanpur,2022-06-13,Fashionista
272,Aaron Smith,coleamy@example.org,Male,35,Kolkata,2020-04-28,Family Shopper
273,Dr. Anthony Thomas,ggolden@example.net,Female,73,Nagpur,2021-06-27,Fashionista
274,Christy Patterson,william56@example.org,Male,44,Jaipur,2024-03-25,Family Shopper
275,Kevin Wilson,jacob96@example.com,Female,18,Raipur,2022-11-11,Family Shopper
276,Julia Estrada,rhonda46@example.org,Female,53,Mumbai,2020-06-23,Fashionista
277,Chad Rivera,smurray@example.org,Female,40,Hyderabad,2025-01-24,Family Shopper
278,Daniel Ochoa,danabarker@example.org,Female,19,Lucknow,2022-09-15,Fashionista
279,Leah Hardy,meganchristensen@example.com,Female,31,Nagpur,2022-04-19,Family Shopper
280,Amanda West,wrichmond@example.com,Female,37,Bengaluru,2023-09-29,Tech Enthusiast
281,Emily Abbott,carmenwright@example.net,Male,55,Nagpur,2020-08-11,Family Shopper
282,Michael Peterson,dana76@example.net,Female,24,Gorakhpur,2022-04-09,Tech Enthusiast
283,Rickey Saunders,grahamchristine@example.net,Male,26,Kolkata,2024-10-15,Family Shopper
284,Dakota Robertson,fgriffith@example.org,Male,33,Jodhpur,2024-01-23,Fashionista
285,Jessica Robinson,ricardowatson@example.com,Male,19,Meerut,2022-07-29,Fashionista
286,Jennifer Simmons,lloydholly@example.com,Female,24,Raipur,2023-10-17,Fashionista
287,Kimberly Stanton,katiejames@example.com,Female,40,Jaipur,2021-08-05,Family Shopper
288,Dr. Kimberly Vargas,matthew80@example.org,Female,19,Hyderabad,2024-02-18,Family Shopper
289,Eric Gonzalez,fmiller@example.org,Female,18,Bengaluru,2024-02-10,Family Shopper
290,Andrea Arias,phillipschristopher@example.net,Male,30,Delhi,2025-01-30,Tech Enthusiast
291,Laura Graham,zachary44@example.net,Female,35,Kolkata,2024-03-25,Fashionista
292,Kaitlin Allison,vlopez@example.org,Male,37,Jaipur,2022-05-25,Family Shopper
293,Candace Rhodes,ztaylor@example.org,Female,27,Chennai,2021-03-30,Family Shopper
294,Cristian Cook,potterdavid@example.org,Female,43,Kolkata,2024-10-27,Family Shopper
295,Elizabeth Taylor,ebrewer@example.net,Female,39,Bhopal,2023-08-31,Fashionista
296,Bryan Harris,brittany27@example.net,Female,70,Varanasi,2022-08-02,Fashionista
297,William Brown,kelly01@example.org,Female,58,Chennai,2023-03-29,Tech Enthusiast
298,Michael Richmond,obrown@example.org,Female,29,Hyderabad,2020-12-28,Family Shopper
299,Steven Cowan,mmiller@example.com,Male,27,Varanasi,2021-08-31,Fashionista
300,John Clements,angelabell@example.net,Female,30,Delhi,2021-12-14,Family Shopper
301,Michele Jensen,nhunt@example.org,Male,49,Bengaluru,2021-12-29,Family Shopper
302,Jennifer Cole,nicholsoncaleb@example.net,Female,31,Jaipur,2020-06-29,Tech Enthusiast
303,Vanessa Griffin,dennis66@example.net,Female,32,Bengaluru,2021-12-12,Fashionista
304,Robert Mitchell,kwoods@example.net,Male,49,Kolkata,2021-09-12,Family Shopper
